date_rptd,count,y_hat,crimen,zona
2021-01-25,14.0,15.0,100,1
2021-01-26,16.0,17.0,100,1
2021-01-27,21.0,21.0,100,1
2021-01-28,17.0,18.0,100,1
2021-01-29,21.0,22.0,100,1
2021-01-30,29.0,30.0,100,1
2021-01-31,20.0,21.0,100,1
2021-02-01,19.0,20.0,100,1
2021-02-02,17.0,18.0,100,1
2021-02-03,22.0,23.0,100,1
2021-02-04,10.0,11.0,100,1
2021-02-05,24.0,24.0,100,1
2021-02-06,9.0,10.0,100,1
2021-02-07,28.0,28.0,100,1
2021-02-08,25.0,25.0,100,1
2021-02-09,24.0,25.0,100,1
2021-02-10,17.0,17.0,100,1
2021-02-11,15.0,16.0,100,1
2021-02-12,12.0,13.0,100,1
2021-02-13,18.0,18.0,100,1
2021-02-14,25.0,26.0,100,1
2021-02-15,10.0,11.0,100,1
2021-02-16,14.0,14.0,100,1
2021-02-17,17.0,17.0,100,1
2021-02-18,22.0,23.0,100,1
2021-02-19,22.0,23.0,100,1
2021-02-20,13.0,14.0,100,1
2021-02-21,14.0,15.0,100,1
2021-02-22,21.0,21.0,100,1
2021-02-23,18.0,19.0,100,1
2021-02-24,19.0,19.0,100,1
2021-02-25,20.0,20.0,100,1
2021-02-26,14.0,14.0,100,1
2021-02-27,22.0,23.0,100,1
2021-02-28,25.0,25.0,100,1
2021-03-01,24.0,25.0,100,1
2021-03-02,18.0,19.0,100,1
2021-03-03,15.0,16.0,100,1
2021-03-04,16.0,16.0,100,1
2021-03-05,18.0,18.0,100,1
2021-03-06,15.0,16.0,100,1
2021-03-07,20.0,20.0,100,1
2021-03-08,24.0,25.0,100,1
2021-03-09,22.0,23.0,100,1
2021-03-10,24.0,25.0,100,1
2021-03-11,21.0,21.0,100,1
2021-03-12,23.0,24.0,100,1
2021-03-13,18.0,19.0,100,1
2021-03-14,13.0,14.0,100,1
2021-03-15,29.0,29.0,100,1
2021-03-16,18.0,18.0,100,1
2021-03-17,18.0,18.0,100,1
2021-03-18,22.0,22.0,100,1
2021-03-19,19.0,20.0,100,1
2021-03-20,20.0,21.0,100,1
2021-03-21,26.0,27.0,100,1
2021-03-22,20.0,21.0,100,1
2021-03-23,14.0,15.0,100,1
2021-03-24,26.0,27.0,100,1
2021-03-25,10.0,11.0,100,1
2021-03-26,25.0,25.0,100,1
2021-03-27,18.0,19.0,100,1
2021-03-28,15.0,16.0,100,1
2021-03-29,27.0,27.0,100,1
2021-03-30,16.0,17.0,100,1
2021-03-31,15.0,16.0,100,1
2021-04-01,29.0,30.0,100,1
2021-04-02,14.0,15.0,100,1
2021-04-03,20.0,20.0,100,1
2021-04-04,34.0,35.0,100,1
2021-04-05,28.0,29.0,100,1
2021-04-06,21.0,21.0,100,1
2021-04-07,16.0,16.0,100,1
2021-04-08,16.0,17.0,100,1
2021-04-09,29.0,30.0,100,1
2021-04-10,32.0,33.0,100,1
2021-04-11,25.0,26.0,100,1
2021-04-12,22.0,22.0,100,1
2021-04-13,14.0,15.0,100,1
2021-04-14,21.0,21.0,100,1
2021-04-15,23.0,24.0,100,1
2021-04-16,28.0,29.0,100,1
2021-04-17,20.0,21.0,100,1
2021-04-18,28.0,29.0,100,1
2021-04-19,17.0,18.0,100,1
2021-04-20,17.0,17.0,100,1
2021-04-21,24.0,25.0,100,1
2021-04-22,20.0,21.0,100,1
2021-04-23,14.0,15.0,100,1
2021-04-24,19.0,20.0,100,1
2021-04-25,23.0,24.0,100,1
2021-04-26,30.0,31.0,100,1
2021-04-27,22.0,23.0,100,1
2021-04-28,28.0,29.0,100,1
2021-04-29,33.0,34.0,100,1
2021-04-30,25.0,26.0,100,1
2021-05-01,23.0,23.0,100,1
2021-05-02,25.0,25.0,100,1
2021-05-03,21.0,22.0,100,1
2021-05-04,25.0,26.0,100,1
2021-05-05,24.0,24.0,100,1
2021-05-06,33.0,34.0,100,1
2021-05-07,18.0,19.0,100,1
2021-05-08,13.0,14.0,100,1
2021-05-09,19.0,20.0,100,1
2021-05-10,23.0,24.0,100,1
2021-05-11,23.0,25.0,100,1
2021-05-12,16.0,17.0,100,1
2021-05-13,21.0,22.0,100,1
2021-05-14,21.0,22.0,100,1
2021-05-15,16.0,17.0,100,1
2021-05-16,15.0,16.0,100,1
2021-05-17,31.0,32.0,100,1
2021-05-18,15.0,17.0,100,1
2021-05-19,20.0,21.0,100,1
2021-05-20,13.0,14.0,100,1
2021-05-21,24.0,24.0,100,1
2021-05-22,18.0,19.0,100,1
2021-05-23,14.0,15.0,100,1
2021-05-24,27.0,28.0,100,1
2021-05-25,28.0,28.0,100,1
2021-05-26,27.0,28.0,100,1
2021-05-27,26.0,26.0,100,1
2021-05-28,31.0,32.0,100,1
2021-05-29,27.0,28.0,100,1
2021-05-30,28.0,29.0,100,1
2021-05-31,20.0,20.0,100,1
2021-06-01,28.0,28.0,100,1
2021-06-02,32.0,33.0,100,1
2021-06-03,22.0,23.0,100,1
2021-06-04,20.0,20.0,100,1
2021-06-05,26.0,27.0,100,1
2021-06-06,34.0,36.0,100,1
2021-06-07,29.0,30.0,100,1
2021-06-08,20.0,21.0,100,1
2021-06-09,23.0,24.0,100,1
2021-06-10,24.0,25.0,100,1
2021-06-11,26.0,27.0,100,1
2021-06-12,24.0,24.0,100,1
2021-06-13,23.0,24.0,100,1
2021-06-14,22.0,23.0,100,1
2021-06-15,25.0,26.0,100,1
2021-06-16,35.0,36.0,100,1
2021-06-17,20.0,21.0,100,1
2021-06-18,27.0,28.0,100,1
2021-06-19,22.0,23.0,100,1
2021-06-20,16.0,17.0,100,1
2021-06-21,24.0,24.0,100,1
2021-06-22,42.0,43.0,100,1
2021-06-23,27.0,28.0,100,1
2021-06-24,16.0,16.0,100,1
2021-06-25,22.0,23.0,100,1
2021-06-26,16.0,17.0,100,1
2021-06-27,23.0,23.0,100,1
2021-06-28,29.0,30.0,100,1
2021-06-29,17.0,19.0,100,1
2021-06-30,24.0,25.0,100,1
2021-07-01,29.0,30.0,100,1
2021-07-02,19.0,20.0,100,1
2021-07-03,25.0,25.0,100,1
2021-07-04,36.0,38.0,100,1
2021-07-05,40.0,42.0,100,1
2021-07-06,18.0,19.0,100,1
2021-07-07,21.0,21.0,100,1
2021-07-08,16.0,17.0,100,1
2021-07-09,31.0,31.0,100,1
2021-07-10,29.0,30.0,100,1
2021-07-11,15.0,16.0,100,1
2021-07-12,25.0,26.0,100,1
2021-07-13,21.0,22.0,100,1
2021-07-14,38.0,39.0,100,1
2021-07-15,19.0,20.0,100,1
2021-07-16,26.0,27.0,100,1
2021-07-17,29.0,31.0,100,1
2021-07-18,40.0,42.0,100,1
2021-07-19,19.0,19.0,100,1
2021-07-20,23.0,23.0,100,1
2021-07-21,32.0,33.0,100,1
2021-07-22,26.0,27.0,100,1
2021-07-23,19.0,20.0,100,1
2021-07-24,18.0,19.0,100,1
2021-07-25,27.0,28.0,100,1
2021-07-26,28.0,29.0,100,1
2021-07-27,22.0,23.0,100,1
2021-07-28,22.0,22.0,100,1
2021-07-29,17.0,18.0,100,1
2021-07-30,22.0,23.0,100,1
2021-07-31,27.0,27.0,100,1
2021-08-01,18.0,19.0,100,1
2021-08-02,35.0,36.0,100,1
2021-08-03,18.0,20.0,100,1
2021-08-04,31.0,31.0,100,1
2021-08-05,16.0,17.0,100,1
2021-08-06,21.0,22.0,100,1
2021-08-07,14.0,15.0,100,1
2021-08-08,25.0,25.0,100,1
2021-08-09,40.0,42.0,100,1
2021-08-10,21.0,22.0,100,1
2021-08-11,21.0,21.0,100,1
2021-08-12,20.0,20.0,100,1
2021-08-13,18.0,19.0,100,1
2021-08-14,20.0,21.0,100,1
2021-08-15,27.0,28.0,100,1
2021-08-16,27.0,28.0,100,1
2021-08-17,21.0,22.0,100,1
2021-08-18,24.0,25.0,100,1
2021-08-19,34.0,35.0,100,1
2021-08-20,29.0,30.0,100,1
2021-08-21,21.0,22.0,100,1
2021-08-22,20.0,21.0,100,1
2021-08-23,23.0,23.0,100,1
2021-08-24,27.0,28.0,100,1
2021-08-25,24.0,25.0,100,1
2021-08-26,35.0,36.0,100,1
2021-08-27,22.0,23.0,100,1
2021-08-28,16.0,17.0,100,1
2021-08-29,31.0,32.0,100,1
2021-08-30,38.0,39.0,100,1
2021-08-31,28.0,29.0,100,1
2021-09-01,28.0,29.0,100,1
2021-09-02,25.0,26.0,100,1
2021-09-03,17.0,18.0,100,1
2021-09-04,20.0,20.0,100,1
2021-09-05,34.0,35.0,100,1
2021-09-06,24.0,25.0,100,1
2021-09-07,28.0,29.0,100,1
2021-09-08,24.0,25.0,100,1
2021-09-09,21.0,22.0,100,1
2021-09-10,31.0,32.0,100,1
2021-09-11,17.0,19.0,100,1
2021-09-12,14.0,15.0,100,1
2021-09-13,39.0,40.0,100,1
2021-09-14,17.0,18.0,100,1
2021-09-15,32.0,33.0,100,1
2021-09-16,26.0,26.0,100,1
2021-09-17,16.0,17.0,100,1
2021-09-18,17.0,18.0,100,1
2021-09-19,14.0,15.0,100,1
2021-09-20,18.0,19.0,100,1
2021-09-21,29.0,30.0,100,1
2021-09-22,24.0,25.0,100,1
2021-09-23,12.0,13.0,100,1
2021-09-24,22.0,22.0,100,1
2021-09-25,32.0,34.0,100,1
2021-09-26,33.0,34.0,100,1
2021-09-27,22.0,23.0,100,1
2021-09-28,22.0,23.0,100,1
2021-09-29,21.0,22.0,100,1
2021-09-30,22.0,23.0,100,1
2021-10-01,24.0,24.0,100,1
2021-10-02,26.0,26.0,100,1
2021-10-03,12.0,14.0,100,1
2021-10-04,41.0,42.0,100,1
2021-10-05,25.0,26.0,100,1
2021-10-06,18.0,19.0,100,1
2021-10-07,24.0,25.0,100,1
2021-10-08,23.0,24.0,100,1
2021-10-09,21.0,22.0,100,1
2021-10-10,21.0,21.0,100,1
2021-10-11,13.0,14.0,100,1
2021-10-12,15.0,15.0,100,1
2021-10-13,23.0,23.0,100,1
2021-10-14,31.0,33.0,100,1
2021-10-15,11.0,13.0,100,1
2021-10-16,21.0,22.0,100,1
2021-10-17,20.0,22.0,100,1
2021-10-18,29.0,30.0,100,1
2021-10-19,27.0,28.0,100,1
2021-10-20,18.0,19.0,100,1
2021-10-21,14.0,15.0,100,1
2021-10-22,21.0,21.0,100,1
2021-10-23,22.0,22.0,100,1
2021-10-24,18.0,19.0,100,1
2021-10-25,22.0,22.0,100,1
2021-10-26,14.0,15.0,100,1
2021-10-27,24.0,25.0,100,1
2021-10-28,23.0,24.0,100,1
2021-10-29,18.0,19.0,100,1
2021-10-30,14.0,15.0,100,1
2021-10-31,24.0,25.0,100,1
2021-11-01,30.0,31.0,100,1
2021-11-02,31.0,32.0,100,1
2021-11-03,21.0,22.0,100,1
2021-11-04,15.0,15.0,100,1
2021-11-05,18.0,19.0,100,1
2021-11-06,17.0,18.0,100,1
2021-11-07,18.0,19.0,100,1
2021-11-08,19.0,20.0,100,1
2021-11-09,25.0,26.0,100,1
2021-11-10,23.0,24.0,100,1
2021-11-11,36.0,37.0,100,1
2021-11-12,29.0,30.0,100,1
2021-11-13,20.0,21.0,100,1
2021-11-14,35.0,36.0,100,1
2021-11-15,21.0,22.0,100,1
2021-11-16,23.0,23.0,100,1
2021-11-17,28.0,28.0,100,1
2021-11-18,20.0,21.0,100,1
2021-11-19,25.0,25.0,100,1
2021-11-20,31.0,32.0,100,1
2021-11-21,21.0,22.0,100,1
2021-11-22,24.0,24.0,100,1
2021-11-23,26.0,27.0,100,1
2021-11-24,22.0,23.0,100,1
2021-11-25,12.0,13.0,100,1
2021-11-26,24.0,25.0,100,1
2021-11-27,18.0,19.0,100,1
2021-11-28,24.0,24.0,100,1
2021-11-29,15.0,16.0,100,1
2021-11-30,25.0,26.0,100,1
2021-12-01,33.0,34.0,100,1
2021-12-02,23.0,24.0,100,1
2021-12-03,16.0,17.0,100,1
2021-12-04,18.0,19.0,100,1
2021-12-05,18.0,19.0,100,1
2021-12-06,33.0,34.0,100,1
2021-12-07,21.0,21.0,100,1
2021-12-08,23.0,23.0,100,1
2021-12-09,23.0,24.0,100,1
2021-12-10,21.0,22.0,100,1
2021-12-11,20.0,20.0,100,1
2021-12-12,22.0,23.0,100,1
2021-12-13,26.0,28.0,100,1
2021-12-14,12.0,13.0,100,1
2021-12-15,30.0,30.0,100,1
2021-12-16,19.0,20.0,100,1
2021-12-17,23.0,23.0,100,1
2021-12-18,19.0,20.0,100,1
2021-12-19,21.0,22.0,100,1
2021-12-20,21.0,22.0,100,1
2021-12-21,14.0,15.0,100,1
2021-12-22,14.0,15.0,100,1
2021-12-23,26.0,27.0,100,1
2021-12-24,5.0,7.0,100,1
2021-12-25,26.0,27.0,100,1
2021-12-26,13.0,14.0,100,1
2021-12-27,24.0,24.0,100,1
2021-12-28,17.0,18.0,100,1
2021-12-29,15.0,16.0,100,1
2021-12-30,25.0,26.0,100,1
2021-12-31,9.0,10.0,100,1
2022-01-01,17.0,18.0,100,1
2022-01-02,15.0,16.0,100,1
2022-01-03,17.0,17.0,100,1
2022-01-04,16.0,17.0,100,1
2022-01-05,18.0,18.0,100,1
2022-01-06,23.0,24.0,100,1
2022-01-07,24.0,25.0,100,1
2022-01-08,17.0,18.0,100,1
2022-01-09,16.0,16.0,100,1
2022-01-10,20.0,20.0,100,1
2022-01-11,13.0,14.0,100,1
2022-01-12,21.0,22.0,100,1
2022-01-13,19.0,19.0,100,1
2022-01-14,25.0,26.0,100,1
2022-01-15,23.0,23.0,100,1
2022-01-16,24.0,25.0,100,1
2022-01-17,17.0,18.0,100,1
2022-01-18,21.0,22.0,100,1
2022-01-19,19.0,20.0,100,1
2022-01-20,28.0,28.0,100,1
2022-01-21,17.0,18.0,100,1
2022-01-22,32.0,33.0,100,1
2022-01-23,21.0,22.0,100,1
2022-01-24,19.0,19.0,100,1
2022-01-25,24.0,25.0,100,1
2022-01-26,27.0,28.0,100,1
2022-01-27,14.0,15.0,100,1
2022-01-28,26.0,26.0,100,1
2022-01-29,25.0,26.0,100,1
2022-01-30,17.0,18.0,100,1
2022-01-31,24.0,24.0,100,1
2022-02-01,21.0,22.0,100,1
2022-02-02,21.0,22.0,100,1
2022-02-03,27.0,28.0,100,1
2022-02-04,20.0,21.0,100,1
2022-02-05,23.0,24.0,100,1
2022-02-06,22.0,22.0,100,1
2022-02-07,17.0,18.0,100,1
2022-02-08,26.0,26.0,100,1
2022-02-09,17.0,18.0,100,1
2022-02-10,25.0,25.0,100,1
2022-02-11,31.0,32.0,100,1
2022-02-12,28.0,28.0,100,1
2022-02-13,25.0,26.0,100,1
2022-02-14,29.0,30.0,100,1
2022-02-15,29.0,30.0,100,1
2022-02-16,27.0,27.0,100,1
2022-02-17,25.0,26.0,100,1
2022-02-18,23.0,23.0,100,1
2022-02-19,20.0,20.0,100,1
2022-02-20,21.0,21.0,100,1
2022-02-21,25.0,26.0,100,1
2022-02-22,25.0,26.0,100,1
2022-02-23,25.0,26.0,100,1
2022-02-24,14.0,15.0,100,1
2022-02-25,21.0,22.0,100,1
2022-02-26,26.0,27.0,100,1
2022-02-27,15.0,16.0,100,1
2022-02-28,29.0,30.0,100,1
2022-03-01,24.0,25.0,100,1
2022-03-02,35.0,36.0,100,1
2022-03-03,18.0,19.0,100,1
2022-03-04,21.0,21.0,100,1
2022-03-05,24.0,25.0,100,1
2022-03-06,17.0,18.0,100,1
2022-03-07,15.0,16.0,100,1
2022-03-08,28.0,28.0,100,1
2022-03-09,19.0,20.0,100,1
2022-03-10,18.0,18.0,100,1
2022-03-11,23.0,23.0,100,1
2022-03-12,20.0,21.0,100,1
2022-03-13,28.0,29.0,100,1
2022-03-14,35.0,37.0,100,1
2022-03-15,22.0,23.0,100,1
2022-03-16,24.0,24.0,100,1
2022-03-17,24.0,25.0,100,1
2022-03-18,24.0,25.0,100,1
2022-03-19,19.0,19.0,100,1
2022-03-20,31.0,32.0,100,1
2022-03-21,33.0,34.0,100,1
2022-03-22,20.0,21.0,100,1
2022-03-23,20.0,20.0,100,1
2022-03-24,24.0,25.0,100,1
2022-03-25,21.0,22.0,100,1
2022-03-26,29.0,30.0,100,1
2022-03-27,25.0,26.0,100,1
2022-03-28,23.0,24.0,100,1
2022-03-29,15.0,16.0,100,1
2022-03-30,22.0,23.0,100,1
2022-03-31,22.0,23.0,100,1
2022-04-01,18.0,19.0,100,1
2022-04-02,20.0,21.0,100,1
2022-04-03,23.0,24.0,100,1
2022-04-04,19.0,19.0,100,1
2022-04-05,26.0,27.0,100,1
2022-04-06,23.0,24.0,100,1
2022-04-07,25.0,26.0,100,1
2022-04-08,26.0,27.0,100,1
2022-04-09,21.0,22.0,100,1
2022-04-10,22.0,22.0,100,1
2022-04-11,21.0,21.0,100,1
2022-04-12,21.0,22.0,100,1
2022-04-13,19.0,20.0,100,1
2022-04-14,26.0,27.0,100,1
2022-04-15,26.0,27.0,100,1
2022-04-16,20.0,20.0,100,1
2022-04-17,23.0,23.0,100,1
2022-04-18,28.0,29.0,100,1
2022-04-19,30.0,31.0,100,1
2022-04-20,23.0,24.0,100,1
2022-04-21,11.0,12.0,100,1
2022-04-22,23.0,23.0,100,1
2022-04-23,19.0,20.0,100,1
2022-04-24,22.0,22.0,100,1
2022-04-25,14.0,15.0,100,1
2022-04-26,22.0,23.0,100,1
2022-04-27,16.0,17.0,100,1
2022-04-28,28.0,29.0,100,1
2022-04-29,26.0,27.0,100,1
2022-04-30,23.0,24.0,100,1
2022-05-01,31.0,32.0,100,1
2022-05-02,21.0,22.0,100,1
2022-05-03,23.0,23.0,100,1
2022-05-04,35.0,36.0,100,1
2022-05-05,27.0,28.0,100,1
2022-05-06,24.0,24.0,100,1
2022-05-07,18.0,18.0,100,1
2022-05-08,29.0,30.0,100,1
2022-05-09,23.0,24.0,100,1
2022-05-10,19.0,19.0,100,1
2022-05-11,12.0,13.0,100,1
2022-05-12,22.0,23.0,100,1
2022-05-13,17.0,18.0,100,1
2022-05-14,22.0,23.0,100,1
2022-05-15,41.0,43.0,100,1
2022-05-16,22.0,24.0,100,1
2022-05-17,27.0,28.0,100,1
2022-05-18,28.0,29.0,100,1
2022-05-19,29.0,30.0,100,1
2022-05-20,25.0,26.0,100,1
2022-05-21,28.0,29.0,100,1
2022-05-22,29.0,30.0,100,1
2022-05-23,28.0,28.0,100,1
2022-05-24,23.0,24.0,100,1
2022-05-25,26.0,26.0,100,1
2022-05-26,22.0,23.0,100,1
2022-05-27,16.0,17.0,100,1
2022-05-28,38.0,40.0,100,1
2022-05-29,32.0,33.0,100,1
2022-05-30,30.0,31.0,100,1
2022-05-31,16.0,17.0,100,1
2022-06-01,26.0,27.0,100,1
2022-06-02,23.0,24.0,100,1
2022-06-03,31.0,32.0,100,1
2022-06-04,23.0,24.0,100,1
2022-06-05,33.0,33.0,100,1
2022-06-06,19.0,20.0,100,1
2022-06-07,27.0,27.0,100,1
2022-06-08,13.0,14.0,100,1
2022-06-09,17.0,18.0,100,1
2022-06-10,33.0,35.0,100,1
2022-06-11,20.0,21.0,100,1
2022-06-12,30.0,30.0,100,1
2022-06-13,22.0,22.0,100,1
2022-06-14,20.0,21.0,100,1
2022-06-15,23.0,24.0,100,1
2022-06-16,19.0,20.0,100,1
2022-06-17,28.0,29.0,100,1
2022-06-18,18.0,19.0,100,1
2022-06-19,38.0,39.0,100,1
2022-06-20,19.0,20.0,100,1
2022-06-21,34.0,35.0,100,1
2022-06-22,22.0,23.0,100,1
2022-06-23,16.0,17.0,100,1
2022-06-24,19.0,19.0,100,1
2022-06-25,31.0,32.0,100,1
2022-06-26,31.0,32.0,100,1
2022-06-27,27.0,27.0,100,1
2022-06-28,25.0,26.0,100,1
2022-06-29,24.0,25.0,100,1
2022-06-30,14.0,15.0,100,1
2022-07-01,27.0,27.0,100,1
2022-07-02,18.0,19.0,100,1
2022-07-03,24.0,25.0,100,1
2022-07-04,27.0,28.0,100,1
2022-07-05,26.0,27.0,100,1
2022-07-06,27.0,27.0,100,1
2022-07-07,14.0,15.0,100,1
2022-07-08,29.0,30.0,100,1
2022-07-09,35.0,37.0,100,1
2022-07-10,25.0,25.0,100,1
2022-07-11,22.0,23.0,100,1
2022-07-12,27.0,27.0,100,1
2022-07-13,25.0,26.0,100,1
2022-07-14,23.0,23.0,100,1
2022-07-15,22.0,23.0,100,1
2022-07-16,31.0,32.0,100,1
2022-07-17,32.0,33.0,100,1
2022-07-18,23.0,24.0,100,1
2022-07-19,21.0,22.0,100,1
2022-07-20,18.0,19.0,100,1
2022-07-21,21.0,23.0,100,1
2022-07-22,22.0,23.0,100,1
2022-07-23,28.0,29.0,100,1
2022-07-24,29.0,30.0,100,1
2022-07-25,25.0,26.0,100,1
2022-07-26,20.0,21.0,100,1
2022-07-27,13.0,14.0,100,1
2022-07-28,22.0,23.0,100,1
2022-07-29,19.0,20.0,100,1
2022-07-30,11.0,12.0,100,1
2022-07-31,41.0,42.0,100,1
2022-08-01,35.0,37.0,100,1
2022-08-02,18.0,19.0,100,1
2022-08-03,28.0,28.0,100,1
2022-08-04,7.0,9.0,100,1
2022-08-05,22.0,23.0,100,1
2022-08-06,30.0,31.0,100,1
2022-08-07,29.0,30.0,100,1
2022-08-08,29.0,30.0,100,1
2022-08-09,27.0,28.0,100,1
2022-08-10,24.0,25.0,100,1
2022-08-11,27.0,27.0,100,1
2022-08-12,21.0,22.0,100,1
2022-08-13,17.0,19.0,100,1
2022-08-14,27.0,28.0,100,1
2022-08-15,24.0,25.0,100,1
2022-08-16,25.0,26.0,100,1
2022-08-17,28.0,29.0,100,1
2022-08-18,21.0,22.0,100,1
2022-08-19,39.0,40.0,100,1
2022-08-20,19.0,20.0,100,1
2022-08-21,22.0,23.0,100,1
2022-08-22,14.0,15.0,100,1
2022-08-23,28.0,29.0,100,1
2022-08-24,24.0,25.0,100,1
2022-08-25,26.0,27.0,100,1
2022-08-26,25.0,26.0,100,1
2022-08-27,29.0,29.0,100,1
2022-08-28,30.0,31.0,100,1
2022-08-29,27.0,28.0,100,1
2022-08-30,19.0,20.0,100,1
2022-08-31,25.0,26.0,100,1
2022-09-01,19.0,20.0,100,1
2022-09-02,29.0,29.0,100,1
2022-09-03,23.0,23.0,100,1
2022-09-04,19.0,19.0,100,1
2022-09-05,16.0,17.0,100,1
2022-09-06,20.0,21.0,100,1
2022-09-07,25.0,26.0,100,1
2022-09-08,24.0,25.0,100,1
2022-09-09,14.0,15.0,100,1
2022-09-10,22.0,23.0,100,1
2022-09-11,27.0,28.0,100,1
2022-09-12,36.0,38.0,100,1
2022-09-13,25.0,26.0,100,1
2022-09-14,26.0,26.0,100,1
2022-09-15,22.0,23.0,100,1
2022-09-16,22.0,22.0,100,1
2022-09-17,20.0,20.0,100,1
2022-09-18,17.0,18.0,100,1
2022-09-19,25.0,26.0,100,1
2022-09-20,25.0,26.0,100,1
2022-09-21,23.0,23.0,100,1
2022-09-22,17.0,17.0,100,1
2022-09-23,20.0,21.0,100,1
2022-09-24,9.0,11.0,100,1
2022-09-25,28.0,29.0,100,1
2022-09-26,21.0,22.0,100,1
2022-09-27,17.0,18.0,100,1
2022-09-28,24.0,25.0,100,1
2022-09-29,25.0,26.0,100,1
2022-09-30,24.0,25.0,100,1
2022-10-01,19.0,20.0,100,1
2022-10-02,20.0,21.0,100,1
2022-10-03,20.0,21.0,100,1
2022-10-04,20.0,21.0,100,1
2022-10-05,20.0,21.0,100,1
2022-10-06,29.0,30.0,100,1
2022-10-07,29.0,30.0,100,1
2022-10-08,28.0,29.0,100,1
2022-10-09,15.0,16.0,100,1
2022-10-10,42.0,43.0,100,1
2022-10-11,18.0,19.0,100,1
2022-10-12,20.0,20.0,100,1
2022-10-13,35.0,36.0,100,1
2022-10-14,22.0,23.0,100,1
2022-10-15,16.0,17.0,100,1
2022-10-16,21.0,21.0,100,1
2022-10-17,23.0,24.0,100,1
2022-10-18,24.0,25.0,100,1
2022-10-19,21.0,22.0,100,1
2022-10-20,25.0,26.0,100,1
2022-10-21,25.0,26.0,100,1
2022-10-22,18.0,19.0,100,1
2022-10-23,23.0,24.0,100,1
2022-10-24,28.0,29.0,100,1
2022-10-25,18.0,19.0,100,1
2022-10-26,23.0,24.0,100,1
2022-10-27,14.0,15.0,100,1
2022-10-28,25.0,25.0,100,1
2022-10-29,14.0,15.0,100,1
2022-10-30,16.0,17.0,100,1
2022-10-31,17.0,17.0,100,1
2022-11-01,26.0,27.0,100,1
2022-11-02,31.0,33.0,100,1
2022-11-03,27.0,27.0,100,1
2022-11-04,21.0,22.0,100,1
2022-11-05,28.0,29.0,100,1
2022-11-06,25.0,26.0,100,1
2022-11-07,21.0,21.0,100,1
2022-11-08,20.0,20.0,100,1
2022-11-09,23.0,24.0,100,1
2022-11-10,19.0,20.0,100,1
2022-11-11,13.0,14.0,100,1
2022-11-12,21.0,22.0,100,1
2022-11-13,10.0,12.0,100,1
2022-11-14,15.0,16.0,100,1
2022-11-15,21.0,22.0,100,1
2022-11-16,15.0,16.0,100,1
2022-11-17,23.0,24.0,100,1
2022-11-18,15.0,16.0,100,1
2022-11-19,11.0,12.0,100,1
2022-11-20,18.0,18.0,100,1
2022-11-21,20.0,21.0,100,1
2022-11-22,24.0,25.0,100,1
2022-11-23,21.0,21.0,100,1
2022-11-24,24.0,25.0,100,1
2022-11-25,20.0,21.0,100,1
2022-11-26,18.0,18.0,100,1
2022-11-27,25.0,25.0,100,1
2022-11-28,15.0,16.0,100,1
2022-11-29,18.0,18.0,100,1
2022-11-30,27.0,27.0,100,1
2022-12-01,18.0,18.0,100,1
2022-12-02,15.0,16.0,100,1
2022-12-03,16.0,16.0,100,1
2022-12-04,31.0,33.0,100,1
2022-12-05,23.0,24.0,100,1
2022-12-06,18.0,19.0,100,1
2022-12-07,17.0,18.0,100,1
2022-12-08,19.0,20.0,100,1
2022-12-09,21.0,22.0,100,1
2022-12-10,13.0,14.0,100,1
2022-12-11,21.0,22.0,100,1
2022-12-12,24.0,25.0,100,1
2022-12-13,16.0,17.0,100,1
2022-12-14,31.0,32.0,100,1
2022-12-15,20.0,21.0,100,1
2022-12-16,20.0,21.0,100,1
2022-12-17,27.0,28.0,100,1
2022-12-18,21.0,22.0,100,1
2022-12-19,18.0,18.0,100,1
2022-12-20,26.0,27.0,100,1
2022-12-21,23.0,23.0,100,1
2022-12-22,20.0,20.0,100,1
2022-12-23,23.0,23.0,100,1
2022-12-24,12.0,13.0,100,1
2022-12-25,24.0,24.0,100,1
2022-12-26,22.0,23.0,100,1
2022-12-27,27.0,28.0,100,1
2022-12-28,14.0,15.0,100,1
2022-12-29,29.0,30.0,100,1
2022-12-30,18.0,19.0,100,1
2022-12-31,24.0,24.0,100,1
2023-01-01,16.0,17.0,100,1
2023-01-02,27.0,28.0,100,1
2023-01-03,35.0,37.0,100,1
2023-01-04,18.0,18.0,100,1
2023-01-05,28.0,29.0,100,1
2023-01-06,20.0,21.0,100,1
2023-01-07,24.0,25.0,100,1
2023-01-08,26.0,27.0,100,1
2023-01-09,20.0,21.0,100,1
2023-01-10,21.0,22.0,100,1
2023-01-11,27.0,28.0,100,1
2023-01-12,31.0,32.0,100,1
2023-01-13,31.0,31.0,100,1
2023-01-14,19.0,20.0,100,1
2023-01-15,9.0,10.0,100,1
2023-01-16,22.0,23.0,100,1
2023-01-17,20.0,20.0,100,1
2023-01-18,13.0,14.0,100,1
2023-01-19,21.0,21.0,100,1
2023-01-20,19.0,20.0,100,1
2023-01-21,17.0,18.0,100,1
2023-01-22,14.0,15.0,100,1
2023-01-23,24.0,25.0,100,1
2023-01-24,21.0,22.0,100,1
2023-01-25,25.0,26.0,100,1
2023-01-26,22.0,23.0,100,1
2023-01-27,21.0,21.0,100,1
2023-01-28,13.0,14.0,100,1
2023-01-29,22.0,22.0,100,1
